пригорок_NOUN,hillock
гулять_VERB,walk
песня_NOUN,song
ратный_ADJ,military
шарик_NOUN,ball
стартовый_ADJ,starting
кто-либо_PRON,anyone
помост_NOUN,platform
чепец_NOUN,cap
распорядитель_NOUN,steward
эксплуатировать_VERB,exploit
пересчитывать_VERB,recalculate
пленум_NOUN,plenum
надежный_ADJ,reliable
пацан_NOUN,kid
вдоль_ADP,along
одеяло_NOUN,blanket
голодный_NOUN,hungry
сочетаться_VERB,combine
незабываемый_ADJ,unforgettable
прятаться_VERB,hide
луг_NOUN,meadow
притаскивать_VERB,drag
кафтан_NOUN,caftan
пятно_NOUN,spot
какой-либо_DET,any
радуга_NOUN,Rainbow
чаша_NOUN,bowl
бревенчатый_ADJ,log
разгул_NOUN,binge
манипуляция_NOUN,manipulation
жарить_VERB,fry
награждать_VERB,reward
ландшафт_NOUN,landscape
сабля_NOUN,saber
динамический_ADJ,dynamic
торопиться_VERB,hurry
принуждать_VERB,force
давид_NOUN,David
мария_NOUN,Maria
истекать_VERB,expire
смесь_NOUN,mixture
ходатайство_NOUN,petition
освещаться_VERB,illuminate
материал_NOUN,material
молекула_NOUN,molecule
желтый_ADJ,yellow
клок_NOUN,shred
оренбургский_ADJ,Orenburg
утвердительно_ADV,affirmatively
мгу_NOUN,MGU
осторожный_ADJ,careful
претендент_NOUN,challenger
гонец_NOUN,messenger
папочка_NOUN,Daddy
аул_NOUN,aul
попадание_NOUN,hit
стойкий_ADJ,persistent
вычислительный_ADJ,computational
ближний_NOUN,near
утапливать_VERB,drown
левый_ADJ,left
завопить_VERB,scream
сожалеть_VERB,regret
пояснять_VERB,explain
искренно_ADV,sincerely
цветочек_NOUN,flower
зафиксировать_VERB,fix
вор_NOUN,thief
целостность_NOUN,integrity
узор_NOUN,pattern
шуршать_VERB,rustle
жаловать_VERB,favor
поднос_NOUN,tray
волость_NOUN,parish
трамвай_NOUN,tram
панель_NOUN,panel
занятие_NOUN,class
срам_NOUN,shame
забвение_NOUN,oblivion
кадетский_ADJ,cadet
коллекция_NOUN,collection
средство_NOUN,means
влажность_NOUN,humidity
анекдот_NOUN,joke
голодный_ADJ,hungry
регулирование_NOUN,regulation
утренний_ADJ,morning
вологда_NOUN,Vologda
дикий_ADJ,wild
взнос_NOUN,contribution
четко_ADV,clearly
рядовой_NOUN,private
честолюбивый_ADJ,ambitious
скверный_ADJ,bad
сверкать_VERB,sparkle
преминуть_VERB,fail
целесообразность_NOUN,expediency
подмостки_NOUN,scaffold
прицел_NOUN,aim
вишневый_ADJ,cherry
наречие_NOUN,adverb
отмечаться_VERB,celebrate
прекращаться_VERB,stop
снайпер_NOUN,sniper
наотрез_ADV,flatly
льстить_VERB,flatter
подскакивать_VERB,jump
понижение_NOUN,downgrade
заканчивать_VERB,end
канат_NOUN,rope
похмелье_NOUN,hangover
по-человечески_ADV,humanly
ея_NOUN,her
протирать_VERB,rub
аккумулятор_NOUN,battery
цепочка_NOUN,chain
охотно_ADV,willingly
сергеев_NOUN,Sergeev
вроде_PART,like
повстанец_NOUN,rebel
прачка_NOUN,laundress
поручик_NOUN,lieutenant
поцеловаться_VERB,kiss
апельсин_NOUN,Orange
xix_NOUN,xix
накладывать_VERB,superimpose
чрез_ADP,through
нападывать_VERB,attack
италия_NOUN,Italy
предисловие_NOUN,foreword
удручать_VERB,depress
калифорния_NOUN,California
отделяться_VERB,secede
промахиваться_VERB,miss
стан_NOUN,mill
выпрямляться_VERB,straighten
усердно_ADV,hard
воочию_ADV,firsthand
клониться_VERB,tend
листок_NOUN,leaflet
местность_NOUN,terrain
метафизический_ADJ,metaphysical
афганский_ADJ,Afghan
плитка_NOUN,tile
башня_NOUN,tower
богач_NOUN,rich
немедля_ADV,immediately
очаг_NOUN,hearth
анализировать_VERB,analyze
фишка_NOUN,chip
биология_NOUN,biology
укрытие_NOUN,shelter
возвышать_VERB,uplift
пошевелить_VERB,wiggle
кислота_NOUN,acid
невыносимый_ADJ,unbearable
логический_ADJ,logical
неосторожность_NOUN,carelessness
впускать_VERB,admit
человечество_NOUN,humanity
пальто_NOUN,coat
жемчуг_NOUN,pearl
неподдельный_ADJ,genuine
молча_ADV,silently
спокойно_ADV,calmly
сыпать_VERB,pour
такси_NOUN,Taxi
запад_NOUN,west
поглощение_NOUN,absorption
платеж_NOUN,payment
страница_NOUN,page
наружность_NOUN,appearance
благородство_NOUN,nobility
разлетаться_VERB,scatter
скитаться_VERB,wander
присуждать_VERB,award
фабрикант_NOUN,manufacturer
ртуть_NOUN,Mercury
мученик_NOUN,martyr
подыматься_VERB,rise
проглатывать_VERB,swallow
дернуться_VERB,twitch
дрова_NOUN,firewood
челюсть_NOUN,jaw
лавра_NOUN,laurel
портфель_NOUN,briefcase
горб_NOUN,hump
гостить_VERB,guest
сажа_NOUN,soot
протон_NOUN,proton
искушение_NOUN,temptation
популяция_NOUN,population
корреспонденция_NOUN,correspondence
увидеться_VERB,see
доблесть_NOUN,valor
работать_VERB,work
досада_NOUN,annoyance
расписка_NOUN,receipt
валерия_NOUN,Valeria
мутный_ADJ,turbid
порождать_VERB,generate
очевидный_ADJ,evident
неведомый_ADJ,unknown
предыдущий_ADJ,previous
собрат_NOUN,fellow
какой-нибудь_DET,any
сноп_NOUN,sheaf
маня_NOUN,beckoning
изба_NOUN,hut
багаж_NOUN,baggage
крылечко_NOUN,porch
степа_NOUN,tapas
крылечко_NOUN,porch
удалой_ADJ,swashbuckling
пребывать_VERB,stay
беспристрастный_ADJ,candid
применение_NOUN,application
партийный_ADJ,party
сверток_NOUN,bundle
чертов_ADJ,damn
внушать_VERB,inspire
чернь_NOUN,black
надлежать_VERB,befitting
эвакуировать_VERB,evacuate
девятнадцатый_ADJ,nineteenth
бах_NOUN,bang
ахнуть_VERB,gasp
дьякон_NOUN,deacon
пята_NOUN,heel
наследство_NOUN,inheritance
пересекаться_VERB,cross
оппозиция_NOUN,opposition
царевна_NOUN,princess
благородие_NOUN,nobility
соображение_NOUN,consideration
самовольный_ADJ,unauthorized
коричневый_ADJ,Brown
пересчитывать_VERB,recalculate
maman_NOUN,maman
варшава_NOUN,Warsaw
вздыхать_VERB,sigh
смиренно_ADV,humbly
слагать_VERB,compose
воздействовать_VERB,affect
почетный_ADJ,honorable
деятельность_NOUN,activity
монашество_NOUN,monasticism
внятно_ADV,distinctly
воображение_NOUN,imagination
математический_ADJ,mathematical
резкость_NOUN,sharpness
информация_NOUN,information
курск_NOUN,Kursk
строй_NOUN,line
заковывать_VERB,fetter
смекать_VERB,glimpse
дама_NOUN,lady
индивид_NOUN,individual
дефицит_NOUN,deficit
кровать_NOUN,bed
стан_NOUN,mill
кабан_NOUN,boar
насмешливый_ADJ,mocking
чуждый_ADJ,alien
красноречиво_ADV,eloquently
сокровенный_ADJ,intimate
прямо_PART,directly
промелькнуть_VERB,flash
шоколад_NOUN,chocolate
нехороший_ADJ,bad
образованность_NOUN,education
блестяще_ADV,brilliantly
садовый_ADJ,garden
умеренный_ADJ,moderate
содержимое_NOUN,content
статистический_ADJ,statistical
спартак_NOUN,Spartacus
франк_NOUN,franc
цвет_NOUN,Colour
ноябрь_NOUN,November
услыхать_VERB,hear
завещать_VERB,bequeath
разрабатывать_VERB,develop
сжатый_ADJ,compressed
хижина_NOUN,hut
достаточный_ADJ,sufficient
соседский_ADJ,neighboring
происхождение_NOUN,origin
япония_NOUN,Japan
луна_NOUN,moon
пытливый_ADJ,inquisitive
задержание_NOUN,detention
беглец_NOUN,fugitive
муравей_NOUN,ant
приготовлять_VERB,cook
шкала_NOUN,scale
грязь_NOUN,dirt
прапорщик_NOUN,ensign
гимн_NOUN,hymn
разрешение_NOUN,permission
учинять_VERB,inflict
искушение_NOUN,temptation
показывать_VERB,show
дорого_ADV,expensive
отпечатывать_VERB,imprint
корыстный_ADJ,selfish
бюрократия_NOUN,bureaucracy
острог_NOUN,prison
спекуляция_NOUN,speculation
соприкосновение_NOUN,contact
регулярно_ADV,regularly
начальный_ADJ,elementary
противиться_VERB,resist
воздержание_NOUN,abstinence
подходить_VERB,suit
удушливый_ADJ,suffocating
отчуждение_NOUN,alienation
элемент_NOUN,element
наглядный_ADJ,pictorial
снаряд_NOUN,projectile
покупка_NOUN,purchase
отстаивать_VERB,defend
аул_NOUN,aul
тихо_ADV,quiet
трещина_NOUN,crack
нападение_NOUN,attack
отсутствовать_VERB,absent
люба_NOUN,any
карла_NOUN,carla
активный_ADJ,active
заросль_NOUN,thicket
разъезд_NOUN,passing
поворот_NOUN,turn
ложь_NOUN,Lying
патриотический_ADJ,patriotic
роковой_ADJ,fatal
суверенитет_NOUN,sovereignty
плюнуть_VERB,spit
заявляться_VERB,declare
конюшня_NOUN,stable
родимый_ADJ,dear
юпитер_NOUN,Jupiter
истекший_ADJ,expired
прелесть_NOUN,charm
род_NOUN,genus
приниматься_VERB,accepted
придавать_VERB,lend
педагогика_NOUN,pedagogy
кучка_NOUN,bunch
зарубежный_ADJ,foreign
преувеличивать_VERB,exaggerate
всего-то_ADV,just
царствование_NOUN,reign
эйнштейн_NOUN,einstein
пароход_NOUN,steamer
грохнуть_VERB,bang
сгибаться_VERB,bend
гелий_NOUN,helium
смещение_NOUN,bias
соседний_ADJ,neighboring
несметный_ADJ,myriad
фонарик_NOUN,Lantern
становиться_VERB,become
завтрак_NOUN,breakfast
аттестат_NOUN,certificate
диктовать_VERB,dictate
почерк_NOUN,handwriting
нападывать_VERB,attack
бездна_NOUN,abyss
сторонка_NOUN,side
засуха_NOUN,drought
негде_ADV,nowhere
оригинальность_NOUN,originality
село_NOUN,village
отчетливый_ADJ,distinct
чинить_VERB,repair
отдаление_NOUN,distancing
троллейбус_NOUN,trolleybus
побуждение_NOUN,motivation
целостный_ADJ,holistic
разработка_NOUN,development
нива_NOUN,cornfield
проанализировать_VERB,analyze
красивый_ADJ,beautiful
обучать_VERB,teach
улица_NOUN,Street
захлопывать_VERB,slam
стук_NOUN,knock
лисица_NOUN,fox
краевой_ADJ,marginal
животный_ADJ,animal
французский_ADJ,French
люстра_NOUN,chandelier
авиация_NOUN,aviation
предвидеть_VERB,foresee
пролегать_VERB,lie
газ_NOUN,gas
благополучие_NOUN,wellbeing
инерция_NOUN,inertia
случаться_VERB,happen
кануть_VERB,sink
преждевременно_ADV,prematurely
уважать_VERB,respect
угнетенный_ADJ,depressed
помнить_VERB,remember
образец_NOUN,sample
мифология_NOUN,mythology
мальчуган_NOUN,boy
ксения_NOUN,Ksenia
рука_NOUN,hand
флот_NOUN,fleet
вознаграждение_NOUN,reward
белка_NOUN,squirrel
извинять_VERB,excuse
миллиард_NOUN,billion
опись_NOUN,inventory
престарелый_ADJ,elderly
обтягивать_VERB,fit
шурик_NOUN,shura
эпопея_NOUN,epic
эль_NOUN,ale
злоупотребление_NOUN,abuse
элемент_NOUN,element
информационный_ADJ,informational
весело_ADV,funny
нечаянно_ADV,unintentionally
вишневый_ADJ,cherry
единогласно_ADV,unanimously
содержательный_ADJ,substantive
правительственный_ADJ,governmental
орать_VERB,yell
блестеть_VERB,shine
деталь_NOUN,detail
взаимно_ADV,mutually
уложение_NOUN,code
инстанция_NOUN,instance
изумленно_ADV,astonished
упиваться_VERB,revel
холод_NOUN,cold
крыса_NOUN,rat
приготавливать_VERB,prepare
белый_NOUN,White
советоваться_VERB,consult
нетерпеливо_ADV,impatiently
педагогика_NOUN,pedagogy
долговязый_ADJ,lanky
аналогия_NOUN,analogy
коротенький_ADJ,short
диапазон_NOUN,range
внушительный_ADJ,impressive
договаривать_VERB,negotiate
алюминий_NOUN,aluminum
против_NOUN,against
узкий_ADJ,narrow
лектор_NOUN,lecturer
дорогостоящий_ADJ,expensive
страх_NOUN,fear
косяк_NOUN,joint
стена_NOUN,wall
глубоко_ADV,deep
ружье_NOUN,gun
проситель_NOUN,supplicant
киселев_NOUN,Kiselev
фу_INTJ,Ugh
неразрывный_ADJ,inseparable
неправильный_ADJ,wrong
отборный_ADJ,selective
кн_NOUN,book
барон_NOUN,baron
бесформенный_ADJ,formless
цель_NOUN,goal
взрослый_ADJ,adult
передовой_ADJ,advanced
назначение_NOUN,appointment
корпус_NOUN,frame
сгибаться_VERB,bend
сенатор_NOUN,senator
присуждать_VERB,award
охлаждать_VERB,cool
флигель_NOUN,wing
живость_NOUN,liveliness
железо_NOUN,iron
мыться_VERB,wash
казенный_ADJ,bureaucratic
закоулок_NOUN,nook
вершина_NOUN,vertex
перелом_NOUN,fracture
тройной_ADJ,triple
выкрик_NOUN,shout
претендент_NOUN,challenger
спокойно_ADV,calmly
всюду_ADV,everywhere
краб_NOUN,crab
талант_NOUN,talent
середина_NOUN,middle
питер_NOUN,Peter
самогон_NOUN,moonshine
независимо_ADV,whatever
вальс_NOUN,waltz
теория_NOUN,theory
шампанское_NOUN,champagne
наместник_NOUN,viceroy
куда-то_ADV,somewhere
кучер_NOUN,coachman
мат_NOUN,mat
предыдущий_ADJ,previous
паутина_NOUN,web
тридцатый_ADJ,thirtieth
приблизительно_ADV,approximately
координация_NOUN,coordination
электроника_NOUN,electronics
турист_NOUN,tourist
горб_NOUN,hump
горесть_NOUN,sorrow
доверчиво_ADV,trustingly
формула_NOUN,formula
безмолвно_ADV,silently
дыра_NOUN,hole
свиной_ADJ,pork
нравиться_VERB,like
подполье_NOUN,underground
помощь_NOUN,help
тряпка_NOUN,rag
сверкнуть_VERB,sparkle
увешать_VERB,hang
могущественный_ADJ,powerful
посторонний_ADJ,outsider
заставать_VERB,make
всегдашний_ADJ,everlasting
тряпка_NOUN,rag
расслаблять_VERB,relax
мастер_NOUN,master
настороженно_ADV,cautiously
дознание_NOUN,inquiry
треугольник_NOUN,triangle
полуденный_ADJ,midday
игнорировать_VERB,ignore
изумлять_VERB,astonish
страстный_ADJ,passionate
перемена_NOUN,turn
трус_NOUN,coward
развивать_VERB,develop
приготавливаться_VERB,prepare
забастовка_NOUN,strike
специфический_ADJ,specific
расшифровывать_VERB,decrypt
удерживать_VERB,hold
хана_ADV,khan
край_NOUN,edge
психика_NOUN,psyche
плачущий_ADJ,crying
мамонт_NOUN,mammoth
неверие_NOUN,disbelief
поперечный_ADJ,transverse
кто-то_PRON,somebody
солдатик_NOUN,soldier
юрий_NOUN,yuri
перепутывать_VERB,confuse
беда_NOUN,trouble
ютиться_VERB,huddle
повинность_NOUN,duty
правый_ADJ,right
обвиняемый_NOUN,accused
трение_NOUN,friction
диапазон_NOUN,range
бизнесмен_NOUN,businessman
инк_NOUN,inc
герцог_NOUN,duke
возлюбленная_NOUN,beloved
открытость_NOUN,openness
максим_NOUN,Maksim
объявляться_VERB,declare
завершать_VERB,complete
отливать_VERB,cast
прокладка_NOUN,pad
архиепископ_NOUN,archbishop
трепет_NOUN,trembling
чердак_NOUN,attic
высказывание_NOUN,utterance
постель_NOUN,bed
размахивать_VERB,swing
огонь_NOUN,Fire
цемент_NOUN,cement
груз_NOUN,cargo
галлюцинация_NOUN,hallucination
карабкаться_VERB,climb
правосудие_NOUN,justice
пианист_NOUN,pianist
пролагать_VERB,lay
выдерживать_VERB,withstand
ваня_NOUN,Vania
милосердие_NOUN,mercy
иноземный_ADJ,foreign
заорать_VERB,yell
мучить_VERB,torment
владислав_NOUN,Vladislav
руководитель_NOUN,supervisor
регулировать_VERB,regulate
жаворонок_NOUN,lark
матросский_ADJ,sailor
жажда_NOUN,thirst
насаждение_NOUN,planting
вериться_VERB,believe
надобность_NOUN,need
раздраженный_ADJ,irritated
несчастие_NOUN,misfortune
аварийный_ADJ,emergency
расследование_NOUN,investigation
всемирно_ADV,worldwide
припоминать_VERB,remember
рассчитывать_VERB,count
миг_NOUN,moment
интеллектуал_NOUN,intellectual
горько_ADV,bitterly
звон_NOUN,ringing
вождь_NOUN,leader
изготовление_NOUN,making
ритм_NOUN,rhythm
ритуал_NOUN,ritual
горечь_NOUN,bitterness
торопиться_VERB,hurry
бумага_NOUN,paper
уверенно_ADV,confidently
относить_VERB,relate
материализм_NOUN,materialism
балтийский_ADJ,Baltic
перестраивать_VERB,rebuild
преминуть_VERB,fail
горка_NOUN,slide
казначей_NOUN,treasurer
обильный_ADJ,abundant
обивать_VERB,upholstery
неофициальный_ADJ,informal
травма_NOUN,injury
маяковский_NOUN,Mayakovsky
лай_NOUN,barking
повелительный_ADJ,imperative
трясти_VERB,shake
тайный_ADJ,secret
негодяй_NOUN,scoundrel
профессионал_NOUN,professional
вселенский_ADJ,ecumenical
сшивать_VERB,sew
недостаточный_ADJ,inadequate
неповторимый_ADJ,unrepeatable
свистеть_VERB,whistle
мраморный_ADJ,marble
молодость_NOUN,youth
удостоить_VERB,honor
коса_NOUN,scythe
гадость_NOUN,filth
языковой_ADJ,language
признак_NOUN,sign
холм_NOUN,Hill
бестолковый_ADJ,stupid
наедине_ADV,alone
неравенство_NOUN,inequality
наслаждение_NOUN,pleasure
растаивать_VERB,melt
косой_ADJ,oblique
цивилизация_NOUN,civilization
девка_NOUN,wench
птичка_NOUN,birdie
корреспонденция_NOUN,correspondence
практически_ADV,practically
эмблема_NOUN,emblem
тетка_NOUN,aunt
xiii_NOUN,xiii
дождаться_VERB,wait
личико_NOUN,face
связанный_ADJ,connected
изготовление_NOUN,making
читатель_NOUN,reader
греков_NOUN,Greeks
спид_NOUN,AIDS
минимум_NOUN,minimum
лама_NOUN,lama
процветать_VERB,prosper
виза_NOUN,visa
бойкий_ADJ,lively
осмысливать_VERB,comprehend
мистер_NOUN,Mister
убеждать_VERB,convince
соколов_NOUN,falcons
рябой_ADJ,pockmarked
изгородь_NOUN,hedge
снасть_NOUN,tackle
довольство_NOUN,contentment
уважать_VERB,respect
помешать_VERB,hinder
уступка_NOUN,concession
всемогущий_ADJ,omnipotent
рекордный_ADJ,record
дух_NOUN,spirit
гул_NOUN,hum
конфигурация_NOUN,configuration
чтение_NOUN,reading
коли_CCONJ,if
теленок_NOUN,calf
наполняться_VERB,fill
акация_NOUN,acacia
подсовывать_VERB,slip
пластический_ADJ,plastic
пленник_NOUN,captive
отдельность_NOUN,separateness
саратовский_ADJ,Saratov
играть_VERB,play
бумажник_NOUN,wallet
тонкость_NOUN,subtlety
выжимать_VERB,squeeze
удобрение_NOUN,fertilizer
субъект_NOUN,subject
оцепенение_NOUN,numbness
деяние_NOUN,act
воинство_NOUN,host
окоп_NOUN,trench
порядок_NOUN,order
ворота_NOUN,Gates
одиночный_ADJ,single
аэродром_NOUN,aerodrome
момент_NOUN,moment
почесать_VERB,scratch
шаровары_NOUN,trousers
потревожить_VERB,disturb
эксплуатация_NOUN,exploitation
оторопеть_VERB,dumbfounded
огораживать_VERB,enclose
неизменно_ADV,invariably
гроза_NOUN,storm
глупость_NOUN,stupidity
задерживать_VERB,delay
вредный_ADJ,harmful
цк_NOUN,cc
скептик_NOUN,skeptic
естество_NOUN,nature
пародия_NOUN,parody
дядя_NOUN,uncle
охватывать_VERB,cover
металлический_ADJ,metal
обидчик_NOUN,offender
сомневаться_VERB,doubt
писарь_NOUN,clerk
дружеский_ADJ,friendly
возглавлять_VERB,lead
суд_NOUN,court
взволновать_VERB,excite
окошко_NOUN,window
чиновничий_ADJ,bureaucratic
сумма_NOUN,sum
поток_NOUN,flow
далекий_ADJ,far
кров_NOUN,shelter
порешить_VERB,decide
институтский_ADJ,institute
поклясться_VERB,swear
привлекательность_NOUN,attractiveness
подходящий_ADJ,suitable
царствовать_VERB,reign
путешествовать_VERB,travel
установление_NOUN,establishment
город_NOUN,town
покупать_VERB,buy
тростник_NOUN,cane
мясной_ADJ,meat
возбуждение_NOUN,excitation
багажник_NOUN,trunk
варшавский_ADJ,Warsaw
предупреждать_VERB,warn
покатиться_VERB,roll
сдержанный_ADJ,restrained
прилив_NOUN,tide
орудийный_ADJ,gun
гласность_NOUN,publicity
уровень_NOUN,level
простота_NOUN,simplicity
медаль_NOUN,medal
растерянность_NOUN,confusion
компенсировать_VERB,compensate
сан_NOUN,dignity
изотоп_NOUN,isotope
обсерватория_NOUN,observatory
завыть_VERB,howl
поглощение_NOUN,absorption
мгновенно_ADV,instantly
приниматься_VERB,accepted
технический_ADJ,technical
непомерный_ADJ,exorbitant
совещаться_VERB,confer
здоровый_ADJ,healthy
пространственный_ADJ,spatial
близкие_NOUN,close
достигать_VERB,achieve
мышкин_NOUN,Mushkin
оповещать_VERB,notify
приспособление_NOUN,adaptation
вливаться_VERB,pour
протяженность_NOUN,extent
уезжать_VERB,leave
итальянец_NOUN,Italian
прощать_VERB,forgive
перемешать_VERB,mix
указ_NOUN,decree
стеклянный_ADJ,glass
иоанн_NOUN,John
мари_NOUN,marie
хохол_NOUN,crest
чеснок_NOUN,garlic
косвенный_ADJ,indirect
обрушиваться_VERB,collapse
соврать_VERB,lie
внушительный_ADJ,impressive
отпечатывать_VERB,imprint
отвлекать_VERB,Divert
вольность_NOUN,liberty
вперед_ADV,forward
кириллов_NOUN,Kirillov
смягчать_VERB,soften
завал_NOUN,blockage
антонов_NOUN,Antonov
мемуары_NOUN,memoirs
расправлять_VERB,straighten
самовар_NOUN,samovar
последовать_VERB,follow
враг_NOUN,enemy
больной_NOUN,sick
побивать_VERB,beat
перестрелка_NOUN,skirmish
нападки_NOUN,attacks
полковник_NOUN,colonel
банк_NOUN,bank
задирать_VERB,bully
нащупывать_VERB,grope
расчесывать_VERB,comb
изготовлять_VERB,manufacture
крестик_NOUN,cross
час_NOUN,hour
сумасшествие_NOUN,madness
наливать_VERB,pour
выжимать_VERB,squeeze
белинский_NOUN,Belinsky
громада_NOUN,bulk
всемирно_ADV,worldwide
артист_NOUN,artist
запрещаться_VERB,banned
перевозка_NOUN,shipping
перемирие_NOUN,truce
влажный_ADJ,wet
дальний_ADJ,further
здравие_NOUN,health
кибитка_NOUN,wagon
февраль_NOUN,February
идол_NOUN,idol
тонуть_VERB,drown
отсутствие_NOUN,absence
ярый_ADJ,ardent
награждать_VERB,reward
безобидный_ADJ,harmless
шкурка_NOUN,skin
стадия_NOUN,stage
пионерский_ADJ,pioneer
вино_NOUN,wine
солдатский_ADJ,soldier
стандартный_ADJ,standard
сверкающий_ADJ,sparkling
двойник_NOUN,double
проступок_NOUN,misdemeanor
въезд_NOUN,entry
мусульманский_ADJ,Muslim
негде_ADV,nowhere
моральный_ADJ,moral
дерьмо_NOUN,shit
пропустить_VERB,skip
решать_VERB,decide
корень_NOUN,root
высаживать_VERB,plant
швед_NOUN,Swede
душистый_ADJ,fragrant
потертый_ADJ,shabby
секретный_ADJ,secret
зенит_NOUN,zenith
маг_NOUN,magician
изобразительный_ADJ,pictorial
ухо_NOUN,ear
гвардеец_NOUN,guardsman
танцевать_VERB,dance
лечить_VERB,treat
узелок_NOUN,nodule
соединенный_ADJ,connected
углубляться_VERB,deepen
разоблачать_VERB,expose
агрессивный_ADJ,aggressive
соколов_NOUN,falcons
рана_NOUN,wound
прогнозировать_VERB,predict
умещаться_VERB,fit
агентство_NOUN,agency
квота_NOUN,quota
большевизм_NOUN,Bolshevism
варварский_ADJ,barbaric
цик_NOUN,cycle
беспомощный_ADJ,helpless
соблазнительный_ADJ,seductive
присуждать_VERB,award
вычислительный_ADJ,computational
обогащать_VERB,enrich
приморский_ADJ,seaside
узнавать_VERB,learn
дотягиваться_VERB,reach
цивилизация_NOUN,civilization
надуваться_VERB,inflate
уменьшаться_VERB,decrease
глухой_ADJ,deaf
чин_NOUN,rank
особа_NOUN,individual
формат_NOUN,format
родня_NOUN,relatives
соотечественник_NOUN,compatriot
грохнуть_VERB,bang
посвящать_VERB,dedicate
печальный_ADJ,sad
галерея_NOUN,gallery
патриарх_NOUN,patriarch
сваривать_VERB,weld
реалистический_ADJ,realistic
исподлобья_ADV,sullenly
треть_NOUN,third
компетентный_ADJ,competent
сжиматься_VERB,shrink
тонуть_VERB,drown
объективный_ADJ,objective
пир_NOUN,feast
юрист_NOUN,lawyer
выделение_NOUN,excretion
часто_ADV,often
ом_NOUN,ohm
чадо_NOUN,child
свободно_ADV,free
усадьба_NOUN,manor
защитный_ADJ,protective
гомеопатический_ADJ,homeopathic
конкурсный_ADJ,competitive
нина_NOUN,Nina
минеральный_ADJ,mineral
бурый_ADJ,brown
раздеваться_VERB,undress
шелк_NOUN,silk
непроницаемый_ADJ,impenetrable
император_NOUN,emperor
смутно_ADV,vaguely
империалистический_ADJ,imperialist
телега_NOUN,cart
дочь_NOUN,daughter
утапливать_VERB,drown
воздержание_NOUN,abstinence
намеривать_VERB,intend
поп_NOUN,pop
кое-как_ADV,somehow
подворье_NOUN,courtyard
обманывать_VERB,deceive
гроза_NOUN,storm
мягкость_NOUN,softness
автобус_NOUN,bus
бытность_NOUN,being
лабораторный_ADJ,laboratory
повиноваться_VERB,obey
клубок_NOUN,clew
желать_VERB,want
петух_NOUN,rooster
сдержанно_ADV,discreetly
антонов_NOUN,Antonov
богиня_NOUN,goddess
заинтересованный_ADJ,interested
весло_NOUN,paddle
каюта_NOUN,cabin
луговой_ADJ,meadow
обнаженный_ADJ,naked
недопустимый_ADJ,unacceptable
стакан_NOUN,Cup
лесть_NOUN,flattery
обстоятельный_ADJ,thorough
языческий_ADJ,pagan
сейф_NOUN,safe
противопоставлять_VERB,oppose
смотр_NOUN,review
стандарт_NOUN,standard
гимнастерка_NOUN,tunic
салфетка_NOUN,napkin
довольствоваться_VERB,content
ножка_NOUN,leg
столетний_ADJ,centenary
наказывать_VERB,punish
наставлять_VERB,instruct
святитель_NOUN,saint
возглавлять_VERB,lead
водоросль_NOUN,algae
конъюнктура_NOUN,conjuncture
рог_NOUN,horn
нашествие_NOUN,invasion
д-р_NOUN,dr
пластина_NOUN,plate
грамматический_ADJ,grammatical
как-то_ADV,somehow
передвигаться_VERB,move
благоденствие_NOUN,prosperity
оцепенение_NOUN,numbness
пилот_NOUN,pilot
темнеть_VERB,darken
храбрый_ADJ,brave
мозговой_ADJ,cerebral
свежесть_NOUN,freshness
стадион_NOUN,stadium
завтра_ADV,tomorrow
становление_NOUN,becoming
усадьба_NOUN,manor
приниматься_VERB,accepted
качественно_ADV,qualitatively
уверение_NOUN,assurance
слабеть_VERB,weaken
туман_NOUN,fog
консультант_NOUN,consultant
макушка_NOUN,crown
магазин_NOUN,shop
гимназический_ADJ,gymnasium
обносить_VERB,carry
зверь_NOUN,beast
нету_ADV,no
неприкосновенный_ADJ,inviolable
освящать_VERB,sanctify
изгиб_NOUN,bend
завораживать_VERB,bewitch
сочувственно_ADV,sympathetically
последовательность_NOUN,subsequence
работать_VERB,work
выкрик_NOUN,shout
штурмовой_ADJ,assault
стихийный_ADJ,spontaneous
неприлично_ADV,indecent
лисица_NOUN,fox
радикально_ADV,radically
погребение_NOUN,burial
воздвигать_VERB,erect
лекция_NOUN,lecture
обломок_NOUN,chip
стопа_NOUN,foot
переработка_NOUN,processing
друг_NOUN,friend
уберегать_VERB,preserve
наслаждаться_VERB,enjoy
шагнуть_VERB,step
отверстие_NOUN,hole
меж_ADP,between
низкий_ADJ,short
ползать_VERB,crawl
продольный_ADJ,longitudinal
предвидеть_VERB,foresee
протоиерей_NOUN,archpriest
вырисовываться_VERB,loom
полиция_NOUN,police
фрак_NOUN,tailcoat
записочка_NOUN,note
отражать_VERB,reflect
барка_NOUN,barge
боже_INTJ,God
приводить_VERB,drive
покрывать_VERB,cover
телефонный_ADJ,telephone
кинематографический_ADJ,cinematic
зимний_ADJ,winter
миллиард_NOUN,billion
прекращать_VERB,stop
блаженный_ADJ,blissful
повиноваться_VERB,obey
тома_NOUN,volumes
пристанище_NOUN,shelter
днепр_NOUN,Dnieper
дневной_ADJ,day
утрата_NOUN,loss
необыкновенный_ADJ,unusual
летописец_NOUN,chronicler
старательный_ADJ,diligent
ка_PART,ka
выставочный_ADJ,exhibition
сюрприз_NOUN,surprise
